gene,spearman_rho,p_value,q_value,mean_CPM_across_clusters
Gm48766,0.6961,0.00045704097138347347,0.012,1.05
Tamalin,0.6961,0.00045704097138347347,0.012,2.92
Gadd45b,0.6961,0.00045704097138347347,0.012,20.88
Lman2l,0.6961,0.00045704097138347347,0.012,42.2
Clcn2,0.6948,0.00047322560223517863,0.0121,4.76
Cpe,0.6948,0.00047322560223517863,0.0121,387.63
Minpp1,0.6948,0.00047322560223517863,0.0121,43.6
Cadm4,0.6948,0.00047322560223517863,0.0121,22.11
Mark2,0.6948,0.00047322560223517863,0.0121,101.93
Cnot2,0.6948,0.00047322560223517863,0.0121,25.63
Tsc22d3,0.6948,0.00047322560223517863,0.0121,152.07
Chst8,0.6948,0.00047322560223517863,0.0121,26.06
Txndc16,0.6935,0.0004898974010404597,0.0123,22.82
Hnrnpd,0.6935,0.0004898974010404597,0.0123,71.61
Mtss2,0.6935,0.0004898974010404597,0.0123,48.96
Zfand5,0.6935,0.0004898974010404597,0.0123,274.31
Clec2l,0.6935,0.0004898974010404597,0.0123,228.48
Itgav,0.6935,0.0004898974010404597,0.0123,28.07
Eya1,0.6935,0.0004898974010404597,0.0123,113.05
Ddx17,0.6935,0.0004898974010404597,0.0123,190.43
Nherf2,0.6935,0.0004898974010404597,0.0123,36.97
Parg,0.6935,0.0004898974010404597,0.0123,42.03
Bop1,0.6935,0.0004898974010404597,0.0123,18.28
Gm37964,0.6923,0.0005054554667870927,0.0125,0.71
Tmem255a,0.6922,0.0005070683142805511,0.0125,26.91
Ubl7,0.6922,0.0005070683142805511,0.0125,37.88
Zeb1,0.6922,0.0005070683142805511,0.0125,50.62
Epas1,0.6922,0.0005070683142805511,0.0125,34.36
Bicd1,0.6922,0.0005070683142805511,0.0125,96.23
Abhd8,0.6922,0.0005070683142805511,0.0125,87.89
Rere,0.6909,0.0005247505084925803,0.0128,121.31
Rnf166,0.6909,0.0005247505084925803,0.0128,18.38
Synj1,0.6909,0.0005247505084925803,0.0128,171.89
Bsdc1,0.6909,0.0005247505084925803,0.0128,41.91
Wee1,0.6909,0.0005247505084925803,0.0128,7.64
Camk1d,0.6909,0.0005247505084925803,0.0128,22.65
Cp,0.6909,0.0005247505084925803,0.0128,5.34
Sbspon,0.6905,0.0005306519520470571,0.0129,1.72
Astn1,0.6896,0.0005429563727057949,0.0129,79.14
Adcy9,0.6896,0.0005429563727057949,0.0129,9.95
Ppm1k,0.6896,0.0005429563727057949,0.0129,16.73
Sdr39u1,0.6896,0.0005429563727057949,0.0129,50.43
Txnip,0.6896,0.0005429563727057949,0.0129,13.61
Acadsb,0.6896,0.0005429563727057949,0.0129,38.74
Cd93,0.6896,0.0005429563727057949,0.0129,2.24
Epn3,0.6896,0.0005429563727057949,0.0129,33.59
Slc39a9,0.6896,0.0005429563727057949,0.0129,29.37
Sipa1l1,0.6896,0.0005429563727057949,0.0129,23.61
Tmem222,0.6883,0.000561698520875261,0.0131,50.98
9330162G02Rik,0.6883,0.000561698520875261,0.0131,20.21
Igtp,0.6883,0.000561698520875261,0.0131,14.14
Dmxl1,0.6883,0.000561698520875261,0.0131,40.32
Kifc2,0.6883,0.000561698520875261,0.0131,41.62
Dcaf15,0.6883,0.000561698520875261,0.0131,9.35
Vwc2l,0.6883,0.000561698520875261,0.0131,7.22
Tex9,0.6883,0.000561698520875261,0.0131,7.03
Ccnh,0.6883,0.000561698520875261,0.0131,19.16
Lbh,0.6883,0.000561698520875261,0.0131,96.05
Sugp2,0.6883,0.000561698520875261,0.0131,32.22
Car5b,0.6883,0.000561698520875261,0.0131,4.28
Cited2,0.687,0.000580989794312528,0.0134,59.11
Slc7a2,0.687,0.000580989794312528,0.0134,26.28
Baz2b,0.687,0.000580989794312528,0.0134,29.54
Trim16,0.687,0.000580989794312528,0.0134,21.14
Gpm6a,0.687,0.000580989794312528,0.0134,7.29
Lrba,0.687,0.000580989794312528,0.0134,14.73
Pkd2,0.687,0.000580989794312528,0.0134,17.39
Lamc2,0.6857,0.000600843264112635,0.0136,10.61
Rprd1b,0.6857,0.000600843264112635,0.0136,31.78
Sirt7,0.6857,0.000600843264112635,0.0136,23.92
Arl4c,0.6857,0.000600843264112635,0.0136,54.61
Gprasp1,0.6857,0.000600843264112635,0.0136,146.91
Camk1g,0.6857,0.000600843264112635,0.0136,5.99
Mfsd6,0.6857,0.000600843264112635,0.0136,151.04
Klc2,0.6857,0.000600843264112635,0.0136,183.11
Acsbg1,0.6857,0.000600843264112635,0.0136,24.11
Tacr1,0.6853,0.0006072546618964512,0.0137,0.77
Apobec2,0.6851,0.0006103907092244764,0.0137,1.39
Gtf2a1,0.6844,0.0006212722335769785,0.0137,55.16
Tmem231,0.6844,0.0006212722335769785,0.0137,10.3
Zc3h12c,0.6844,0.0006212722335769785,0.0137,6.2
Dok3,0.6844,0.0006212722335769785,0.0137,3.97
Rfx7,0.6844,0.0006212722335769785,0.0137,20.11
Gm37101,0.6844,0.0006212722335769785,0.0137,1.27
R3hdm1,0.6844,0.0006212722335769785,0.0137,77.06
Nvl,0.6844,0.0006212722335769785,0.0137,25.16
Myl9,0.6844,0.0006212722335769785,0.0137,6.35
Keap1,0.6844,0.0006212722335769785,0.0137,71.21
Cit,0.6844,0.0006212722335769785,0.0137,51.04
Igfbp5,0.6831,0.0006422902406314428,0.0141,22.6
Nr2f2,0.6831,0.0006422902406314428,0.0141,42.99
Cyb561,0.6831,0.0006422902406314428,0.0141,94.93
Tm9sf3,0.6831,0.0006422902406314428,0.0141,180.84
N4bp1,0.6818,0.0006639110602392585,0.0143,39.57
Tcerg1l,0.6818,0.0006639110602392585,0.0143,14.26
Tmcc1,0.6818,0.0006639110602392585,0.0143,49.54
Ripk4,0.6818,0.0006639110602392585,0.0143,1.07
F830115B05Rik,0.6818,0.0006639110602392585,0.0143,1.61
Btbd6,0.6818,0.0006639110602392585,0.0143,25.96
Lancl1,0.6818,0.0006639110602392585,0.0143,78.45
Morc4,0.6818,0.0006639110602392585,0.0143,2.33
Cnpy3,0.6818,0.0006639110602392585,0.0143,29.31
Tsc22d2,0.6805,0.0006861487068079914,0.0145,39.96
Cand2,0.6805,0.0006861487068079914,0.0145,2.79
Pcdhb22,0.6805,0.0006861487068079914,0.0145,8.0
Tmed10,0.6805,0.0006861487068079914,0.0145,160.55
Vwc2,0.6805,0.0006861487068079914,0.0145,5.2
Gm37363,0.6805,0.0006861487068079914,0.0145,1.42
Ptprs,0.6805,0.0006861487068079914,0.0145,220.75
Nrxn2,0.6805,0.0006861487068079914,0.0145,259.36
Tmem62,0.6805,0.0006861487068079914,0.0145,18.48
Epha5,0.6792,0.0007090174365901509,0.0148,235.83
Pgf,0.6792,0.0007090174365901509,0.0148,25.14
Grm7,0.6792,0.0007090174365901509,0.0148,39.54
Gm43593,0.6792,0.0007090174365901509,0.0148,6.01
Gm44831,0.6792,0.0007090174365901509,0.0148,2.15
Myorg,0.6792,0.0007090174365901509,0.0148,6.93
Rerg,0.6779,0.0007325317500767633,0.015,3.52
Clk1,0.6779,0.0007325317500767633,0.015,41.95
Itfg2,0.6779,0.0007325317500767633,0.015,27.82
Plcd4,0.6779,0.0007325317500767633,0.015,11.29
Tmem238,0.6779,0.0007325317500767633,0.015,15.25
Kcnj9,0.6779,0.0007325317500767633,0.015,8.34
Celsr2,0.6779,0.0007325317500767633,0.015,42.66
Caly,0.6779,0.0007325317500767633,0.015,57.12
Cdh19,0.6779,0.0007325317500767633,0.015,8.87
Gprin1,0.6779,0.0007325317500767633,0.015,12.12
Fam184b,0.6779,0.0007325317500767633,0.015,10.91
Lrrc24,0.6766,0.0007567063943834323,0.0154,11.81
Fam219a,0.6766,0.0007567063943834323,0.0154,141.37
Gm44560,0.6766,0.0007567063943834323,0.0154,4.13
Lhfpl6,0.6766,0.0007567063943834323,0.0154,13.87
Car13,0.6766,0.0007567063943834323,0.0154,2.96
Rxra,0.6766,0.0007567063943834323,0.0154,17.08
Lgr5,0.6766,0.0007567063943834323,0.0154,8.36
Lurap1,0.6766,0.0007567063943834323,0.0154,7.07
Mdga1,0.6753,0.0007815563656282296,0.0156,63.2
Spmip4,0.6753,0.0007815563656282296,0.0156,0.94
Sppl2b,0.6753,0.0007815563656282296,0.0156,15.61
Clba1,0.6753,0.0007815563656282296,0.0156,7.51
Lgmn,0.6753,0.0007815563656282296,0.0156,239.21
Ramp2,0.6753,0.0007815563656282296,0.0156,10.77
Sar1a,0.6753,0.0007815563656282296,0.0156,83.54
Zfp41,0.6753,0.0007815563656282296,0.0156,3.11
Erdr1y,0.6753,0.0007815563656282296,0.0156,99.8
Tceal6,0.6753,0.0007815563656282296,0.0156,21.1
Gm44230,0.6749,0.0007899393995846073,0.0158,2.86
Nfxl1,0.674,0.0008070969113009054,0.0159,7.14
Shroom2,0.674,0.0008070969113009054,0.0159,5.46
Rnf150,0.674,0.0008070969113009054,0.0159,27.18
Mllt6,0.674,0.0008070969113009054,0.0159,47.36
Gm43462,0.674,0.0008070969113009054,0.0159,6.98
Nr1d1,0.674,0.0008070969113009054,0.0159,7.0
Gtf2i,0.674,0.0008070969113009054,0.0159,165.22
Dmtn,0.674,0.0008070969113009054,0.0159,157.23
Ints14,0.674,0.0008070969113009054,0.0159,7.48
Fbxo40,0.6732,0.000823362394570759,0.0161,2.29
Ormdl3,0.6727,0.0008333435326227521,0.0161,46.35
Ankhd1,0.6727,0.0008333435326227521,0.0161,21.91
Epha7,0.6727,0.0008333435326227521,0.0161,9.06
Cap2,0.6727,0.0008333435326227521,0.0161,4.51
Jam2,0.6727,0.0008333435326227521,0.0161,10.87
Mageh1,0.6727,0.0008333435326227521,0.0161,33.32
Cyp7b1,0.6727,0.0008333435326227521,0.0161,1.04
Ppm1j,0.6727,0.0008333435326227521,0.0161,21.0
Pcdhga9,0.6716,0.0008557318204496545,0.0165,0.47
Pld3,0.6714,0.0008603119868966404,0.0165,71.13
Kazald1,0.6714,0.0008603119868966404,0.0165,20.14
Msto1,0.6714,0.0008603119868966404,0.0165,10.42
Krt2,0.6706,0.0008778475874603828,0.0169,1.07
Rnf215,0.6701,0.0008880182898465353,0.0169,14.31
Prpf38b,0.6701,0.0008880182898465353,0.0169,36.38
Ephb2,0.6701,0.0008880182898465353,0.0169,5.2
Fry,0.6701,0.0008880182898465353,0.0169,108.78
Afdn,0.6701,0.0008880182898465353,0.0169,41.05
Tspan18,0.6701,0.0008880182898465353,0.0169,31.1
Hlcs,0.6701,0.0008880182898465353,0.0169,26.11
Zfp445,0.6701,0.0008880182898465353,0.0169,52.81
Gm38186,0.6697,0.0008973982545640459,0.017,0.46
Bicc1,0.6688,0.0009164787179459876,0.0171,5.59
Grtp1,0.6688,0.0009164787179459876,0.0171,5.22
Syne1,0.6688,0.0009164787179459876,0.0171,60.63
Gtf3c2,0.6688,0.0009164787179459876,0.0171,27.51
Kyat1,0.6688,0.0009164787179459876,0.0171,7.0
Col5a2,0.6688,0.0009164787179459876,0.0171,5.14
Atp1a2,0.6688,0.0009164787179459876,0.0171,78.36
Slc17a7,0.6688,0.0009164787179459876,0.0171,25.96
Gm35755,0.6688,0.0009164787179459876,0.0171,0.89
Ints13,0.6688,0.0009164787179459876,0.0171,11.49
Rarres2,0.6675,0.000945709810734953,0.0173,16.18
Zswim5,0.6675,0.000945709810734953,0.0173,6.95
Entpd3,0.6675,0.000945709810734953,0.0173,122.22
Zbtb45,0.6675,0.000945709810734953,0.0173,11.76
Slc4a10,0.6675,0.000945709810734953,0.0173,4.32
B4galnt4,0.6675,0.000945709810734953,0.0173,24.62
Atp13a2,0.6675,0.000945709810734953,0.0173,156.19
Pcdh10,0.6675,0.000945709810734953,0.0173,71.11
Tmem51os1,0.6675,0.000945709810734953,0.0173,2.32
Zxdc,0.6675,0.000945709810734953,0.0173,13.17
Syp,0.6675,0.000945709810734953,0.0173,580.8
Cstf2t,0.6662,0.0009757283731243882,0.0174,21.41
Gm37077,0.6662,0.0009757283731243882,0.0174,2.57
Ppp1cc,0.6662,0.0009757283731243882,0.0174,55.81
Ift80,0.6662,0.0009757283731243882,0.0174,27.31
Ptprt,0.6662,0.0009757283731243882,0.0174,67.71
Shfl,0.6662,0.0009757283731243882,0.0174,22.91
Rogdi,0.6662,0.0009757283731243882,0.0174,65.13
Kcnj16,0.6662,0.0009757283731243882,0.0174,1.7
Zranb2,0.6662,0.0009757283731243882,0.0174,166.08
Asb2,0.6662,0.0009757283731243882,0.0174,7.69
Tbc1d16,0.6662,0.0009757283731243882,0.0174,48.32
Vamp1,0.6662,0.0009757283731243882,0.0174,160.26
Ctsa,0.6662,0.0009757283731243882,0.0174,41.62
Eeig1,0.6662,0.0009757283731243882,0.0174,42.65
Shisal1,0.6662,0.0009757283731243882,0.0174,56.32
Dgcr2,0.6662,0.0009757283731243882,0.0174,58.42
Stxbp4,0.6649,0.0010065514776879628,0.0177,4.13
Cdr1os,0.6649,0.0010065514776879628,0.0177,77.78
Cotl1,0.6649,0.0010065514776879628,0.0177,8.14
Kat6b,0.6649,0.0010065514776879628,0.0177,15.97
Susd4,0.6649,0.0010065514776879628,0.0177,48.5
Gm19938,0.6649,0.0010065514776879628,0.0177,11.46
Ddx49,0.6649,0.0010065514776879628,0.0177,12.87
C1s1,0.6649,0.0010065514776879628,0.0177,0.63
Dmac2,0.6649,0.0010065514776879628,0.0177,27.58
Sfxn5,0.6649,0.0010065514776879628,0.0177,17.94
Cacna1a,0.6649,0.0010065514776879628,0.0177,60.76
Sik1,0.6649,0.0010065514776879628,0.0177,2.59
Rrs1,0.6649,0.0010065514776879628,0.0177,22.66
8030445P17Rik,0.6636,0.0010381964669403802,0.0179,4.38
Rasa3,0.6636,0.0010381964669403802,0.0179,9.32
Hdac8,0.6636,0.0010381964669403802,0.0179,6.67
Scn8a,0.6636,0.0010381964669403802,0.0179,79.22
Ccdc88a,0.6636,0.0010381964669403802,0.0179,56.72
Gm47621,0.6636,0.0010381964669403802,0.0179,2.0
Zdhhc8,0.6636,0.0010381964669403802,0.0179,97.92
Repin1,0.6636,0.0010381964669403802,0.0179,10.64
Eefsec,0.6636,0.0010381964669403802,0.0179,8.4
Gba2,0.6636,0.0010381964669403802,0.0179,13.19
Kcnk5,0.6632,0.0010489576149174992,0.0181,1.31
Gm45697,0.6623,0.0010706809556016185,0.0182,2.85
Xab2,0.6623,0.0010706809556016185,0.0182,9.77
Sgms2,0.6623,0.0010706809556016185,0.0182,32.1
Sec62,0.6623,0.0010706809556016185,0.0182,304.05
Pdpk1,0.6623,0.0010706809556016185,0.0182,151.31
Igbp1,0.6623,0.0010706809556016185,0.0182,27.54
Rnf112,0.6623,0.0010706809556016185,0.0182,21.19
Bltp3a,0.6623,0.0010706809556016185,0.0182,11.59
Mtf2,0.6623,0.0010706809556016185,0.0182,15.75
Aak1,0.6623,0.0010706809556016185,0.0182,128.63
Fstl4,0.6619,0.001081737399194644,0.0183,1.51
Gm20172,0.6619,0.001081737399194644,0.0183,1.2
Gm47493,0.6619,0.001081737399194644,0.0183,0.91
Arl5b,0.661,0.0011040228328465568,0.0184,30.17
Aqp4,0.661,0.0011040228328465568,0.0184,3.31
Rimbp2,0.661,0.0011040228328465568,0.0184,22.5
Cfap119,0.661,0.0011040228328465568,0.0184,1.42
Dync2h1,0.661,0.0011040228328465568,0.0184,11.47
Zfp36l1,0.661,0.0011040228328465568,0.0184,30.05
Atf6b,0.661,0.0011040228328465568,0.0184,28.21
Sharpin,0.661,0.0011040228328465568,0.0184,24.89
Mcf2l,0.661,0.0011040228328465568,0.0184,64.18
Cdk5rap3,0.661,0.0011040228328465568,0.0184,15.77
Dnajc18,0.661,0.0011040228328465568,0.0184,54.15
Fbp2,0.661,0.0011040228328465568,0.0184,5.24
Phf21a,0.661,0.0011040228328465568,0.0184,26.96
Mir124-2hg,0.6599,0.0011329636581991526,0.0186,1.11
Pomgnt2,0.6597,0.0011382402645393446,0.0186,35.73
Adat1,0.6597,0.0011382402645393446,0.0186,6.91
Trim37,0.6597,0.0011382402645393446,0.0186,101.51
Trim9,0.6597,0.0011382402645393446,0.0186,26.39
Smu1,0.6597,0.0011382402645393446,0.0186,24.92
Sdc4,0.6597,0.0011382402645393446,0.0186,38.5
Ppp1r1b,0.6597,0.0011382402645393446,0.0186,2.32
2310022A10Rik,0.6597,0.0011382402645393446,0.0186,10.63
Arc,0.6597,0.0011382402645393446,0.0186,9.11
Rbm12b1,0.6597,0.0011382402645393446,0.0186,3.32
Cpeb4,0.6597,0.0011382402645393446,0.0186,104.31
Tmem229b,0.6584,0.0011733516954519037,0.0189,101.59
Plcxd2,0.6584,0.0011733516954519037,0.0189,21.25
Frmpd3,0.6584,0.0011733516954519037,0.0189,5.85
Slc38a1,0.6584,0.0011733516954519037,0.0189,81.56
Atg4d,0.6584,0.0011733516954519037,0.0189,30.81
Ppp6r3,0.6584,0.0011733516954519037,0.0189,44.06
Silc1,0.6584,0.0011733516954519037,0.0189,14.09
Ephb3,0.6584,0.0011733516954519037,0.0189,2.35
Apoe,0.6584,0.0011733516954519037,0.0189,1041.82
Gm37745,0.6584,0.0011733516954519037,0.0189,0.67
Cxadr,0.6584,0.0011733516954519037,0.0189,7.27
Lgr4,0.6584,0.0011733516954519037,0.0189,22.46
Klf12,0.658,0.0011853341100250168,0.019,1.55
Fkbp4,0.6571,0.0012093758514660198,0.0191,239.04
Arxes2,0.6571,0.0012093758514660198,0.0191,56.36
Slc12a4,0.6571,0.0012093758514660198,0.0191,4.59
Slc16a7,0.6571,0.0012093758514660198,0.0191,28.62
Gnl3,0.6571,0.0012093758514660198,0.0191,21.61
A330074K22Rik,0.6571,0.0012093758514660198,0.0191,3.67
Ptprd,0.6571,0.0012093758514660198,0.0191,59.19
Apod,0.6571,0.0012093758514660198,0.0191,14.11
Zfp385a,0.6558,0.0012463317417583473,0.0194,19.4
Ttc4,0.6558,0.0012463317417583473,0.0194,24.61
Cfap126,0.6558,0.0012463317417583473,0.0194,1.74
Gm3294,0.6558,0.0012463317417583473,0.0194,2.89
Fam246a,0.6558,0.0012463317417583473,0.0194,1.59
Peg13,0.6558,0.0012463317417583473,0.0194,172.87
Pak3,0.6558,0.0012463317417583473,0.0194,105.8
Fchsd2,0.6558,0.0012463317417583473,0.0194,25.6
Dlgap4,0.6558,0.0012463317417583473,0.0194,93.15
Pcp4l1,0.6558,0.0012463317417583473,0.0194,73.05
Map2k5,0.6558,0.0012463317417583473,0.0194,23.29
Cpsf1,0.6558,0.0012463317417583473,0.0194,11.2
Slc27a3,0.6558,0.0012463317417583473,0.0194,5.66
Adcyap1r1,0.6554,0.001258965996456218,0.0196,6.73
Myzap,0.6545,0.0012842386609677322,0.0196,4.81
Lpcat4,0.6545,0.0012842386609677322,0.0196,21.21
Mir670hg,0.6545,0.0012842386609677322,0.0196,20.03
Vps37d,0.6545,0.0012842386609677322,0.0196,12.74
Nucb2,0.6545,0.0012842386609677322,0.0196,7.83
Nat10,0.6545,0.0012842386609677322,0.0196,11.88
S1pr5,0.6545,0.0012842386609677322,0.0196,1.18
Msi1,0.6545,0.0012842386609677322,0.0196,28.32
Nav3,0.6545,0.0012842386609677322,0.0196,55.6
Asap2,0.6545,0.0012842386609677322,0.0196,11.08
Ubqln2,0.6545,0.0012842386609677322,0.0196,108.03
Actl6a,0.6545,0.0012842386609677322,0.0196,13.89
Tob2,0.6532,0.0013231161913442719,0.0199,17.08
Hey2,0.6532,0.0013231161913442719,0.0199,28.53
Hdgfl2,0.6532,0.0013231161913442719,0.0199,25.66
Dlg3,0.6532,0.0013231161913442719,0.0199,3.58
Kcnk1,0.6532,0.0013231161913442719,0.0199,26.54
Scrn2,0.6532,0.0013231161913442719,0.0199,3.01
Smim17,0.6532,0.0013231161913442719,0.0199,4.78
Polr1f,0.6532,0.0013231161913442719,0.0199,22.34
Cox10,0.6532,0.0013231161913442719,0.0199,21.43
Gm37180,0.6532,0.0013231161913442719,0.0199,2.85
Sdsl,0.6532,0.0013231161913442719,0.0199,12.96
Abhd18,0.6532,0.0013231161913442719,0.0199,9.34
Spsb1,0.6532,0.0013231161913442719,0.0199,11.48
Dcaf5,0.6532,0.0013231161913442719,0.0199,59.73
Gm38071,0.6519,0.0013629842048795116,0.0202,3.54
Ddx41,0.6519,0.0013629842048795116,0.0202,10.65
Sipa1l2,0.6519,0.0013629842048795116,0.0202,13.75
Ttyh1,0.6519,0.0013629842048795116,0.0202,32.46
Itsn1,0.6519,0.0013629842048795116,0.0202,45.37
Rian,0.6519,0.0013629842048795116,0.0202,1009.56
Bcl2l11,0.6519,0.0013629842048795116,0.0202,2.96
Hdac5,0.6519,0.0013629842048795116,0.0202,69.08
Clec18a,0.6519,0.0013629842048795116,0.0202,9.11
Spp1,0.6519,0.0013629842048795116,0.0202,17.49
Mbip,0.6506,0.001403862865417102,0.0205,12.69
Prkag1,0.6506,0.001403862865417102,0.0205,34.46
6430548M08Rik,0.6506,0.001403862865417102,0.0205,104.28
Zfp638,0.6506,0.001403862865417102,0.0205,54.23
Il15ra,0.6506,0.001403862865417102,0.0205,4.85
Efs,0.6506,0.001403862865417102,0.0205,2.56
Gas2,0.6506,0.001403862865417102,0.0205,18.62
Cnksr3,0.6506,0.001403862865417102,0.0205,1.83
Gorasp1,0.6506,0.001403862865417102,0.0205,17.24
Kirrel1,0.6506,0.001403862865417102,0.0205,2.55
Aqr,0.6506,0.001403862865417102,0.0205,21.37
Gm45516,0.6506,0.001403862865417102,0.0205,2.28
Podxl2,0.6506,0.001403862865417102,0.0205,87.24
Dennd1b,0.6506,0.001403862865417102,0.0205,23.19
Rcsd1,0.6506,0.001403862865417102,0.0205,6.87
Ajuba,0.6502,0.001417887803578619,0.0207,0.79
Klhdc8b,0.6494,0.0014457726307433873,0.0209,29.9
Arsk,0.6494,0.0014457726307433873,0.0209,3.31
Twnk,0.6494,0.0014457726307433873,0.0209,9.08
Gdpd2,0.6494,0.0014457726307433873,0.0209,2.04
Asic2,0.6494,0.0014457726307433873,0.0209,122.1
Coro6,0.6494,0.0014457726307433873,0.0209,14.0
Gm37718,0.6494,0.0014457726307433873,0.0209,2.02
Tmem266,0.6494,0.0014457726307433873,0.0209,4.98
St3gal5,0.6494,0.0014457726307433873,0.0209,54.74
Man2b1,0.6494,0.0014457726307433873,0.0209,10.82
Slc39a1,0.6481,0.0014887342546572638,0.0212,16.56
Myl3,0.6481,0.0014887342546572638,0.0212,0.56
Clec1a,0.6481,0.0014887342546572638,0.0212,0.92
Gm44080,0.6481,0.0014887342546572638,0.0212,0.98
Macroh2a2,0.6481,0.0014887342546572638,0.0212,16.98
Ppt1,0.6481,0.0014887342546572638,0.0212,52.52
Nanos1,0.6481,0.0014887342546572638,0.0212,11.27
Gpd1,0.6481,0.0014887342546572638,0.0212,6.41
Hspa4,0.6481,0.0014887342546572638,0.0212,111.21
Calr,0.6481,0.0014887342546572638,0.0212,347.63
Cep89,0.6481,0.0014887342546572638,0.0212,4.2
Qars1,0.6468,0.001532768789018723,0.0216,20.85
Slc25a44,0.6468,0.001532768789018723,0.0216,22.97
Tgfb3,0.6468,0.001532768789018723,0.0216,12.47
G0s2,0.6468,0.001532768789018723,0.0216,30.38
Acvr2a,0.6468,0.001532768789018723,0.0216,24.5
Cidea,0.6468,0.001532768789018723,0.0216,33.64
Phf1,0.6468,0.001532768789018723,0.0216,44.62
Aagab,0.6455,0.0015778975857754145,0.0219,23.01
Ccnq,0.6455,0.0015778975857754145,0.0219,26.66
Ppp1r1a,0.6455,0.0015778975857754145,0.0219,37.17
Sphkap,0.6455,0.0015778975857754145,0.0219,18.19
Sgce,0.6455,0.0015778975857754145,0.0219,14.7
Sord,0.6455,0.0015778975857754145,0.0219,27.15
Fam184a,0.6455,0.0015778975857754145,0.0219,11.36
Asap3,0.6455,0.0015778975857754145,0.0219,4.31
Casp7,0.6455,0.0015778975857754145,0.0219,1.85
Tmem121,0.6455,0.0015778975857754145,0.0219,26.69
Phlda3,0.6455,0.0015778975857754145,0.0219,72.51
Tubgcp5,0.6455,0.0015778975857754145,0.0219,23.13
Bckdhb,0.6455,0.0015778975857754145,0.0219,8.36
Setd2,0.6442,0.0016241422989667685,0.0223,30.01
Sec22c,0.6442,0.0016241422989667685,0.0223,22.98
Rubcn,0.6442,0.0016241422989667685,0.0223,45.6
C130073E24Rik,0.6442,0.0016241422989667685,0.0223,15.05
P4htm,0.6442,0.0016241422989667685,0.0223,35.86
Srcin1,0.6442,0.0016241422989667685,0.0223,86.37
Gm6211,0.6442,0.0016241422989667685,0.0223,0.81
Sco2,0.6442,0.0016241422989667685,0.0223,9.96
Paics,0.6442,0.0016241422989667685,0.0223,64.0
Gm10862,0.6442,0.0016241422989667685,0.0223,17.23
Neurl4,0.6442,0.0016241422989667685,0.0223,36.52
Sparcl1,0.6442,0.0016241422989667685,0.0223,61.55
Rapgef5,0.6429,0.0016715248867048148,0.0228,24.4
Gm42595,0.6429,0.0016715248867048148,0.0228,5.27
Prrx2,0.6429,0.0016715248867048148,0.0228,7.87
Luc7l3,0.6429,0.0016715248867048148,0.0228,98.78
Maf,0.6429,0.0016715248867048148,0.0228,19.92
Ubfd1,0.6429,0.0016715248867048148,0.0228,63.31
Vps9d1,0.6429,0.0016715248867048148,0.0228,25.05
Ewsr1,0.6429,0.0016715248867048148,0.0228,85.89
Slf2,0.6429,0.0016715248867048148,0.0228,18.2
2410002F23Rik,0.6429,0.0016715248867048148,0.0228,25.99
Aplp1,0.6416,0.0017200676131313903,0.0232,219.66
Zfp687,0.6416,0.0017200676131313903,0.0232,14.29
Airn,0.6416,0.0017200676131313903,0.0232,6.31
Zfp652,0.6416,0.0017200676131313903,0.0232,11.99
Birc2,0.6416,0.0017200676131313903,0.0232,27.9
Erich3,0.6416,0.0017200676131313903,0.0232,19.24
Gm29695,0.6411,0.0017368252963904445,0.0234,3.16
Poc5,0.6403,0.0017697930503508582,0.0237,21.26
Klhl33,0.6403,0.0017697930503508582,0.0237,10.8
Tnks,0.6403,0.0017697930503508582,0.0237,98.73
2900027M19Rik,0.6403,0.0017697930503508582,0.0237,23.79
Gm48225,0.6403,0.0017697930503508582,0.0237,1.08
Clstn1,0.6403,0.0017697930503508582,0.0237,364.69
2900026A02Rik,0.6403,0.0017697930503508582,0.0237,19.31
BC034090,0.6403,0.0017697930503508582,0.0237,9.04
Med23,0.6403,0.0017697930503508582,0.0237,15.6
N4bp3,0.6398,0.0017869741657871112,0.0239,1.47
Gm37880,0.6398,0.0017869741657871112,0.0239,0.72
Rpa1,0.639,0.0018207240803378836,0.0241,25.33
Mreg,0.639,0.0018207240803378836,0.0241,10.7
Iigp1,0.639,0.0018207240803378836,0.0241,9.26
Tgfbr1,0.639,0.0018207240803378836,0.0241,20.29
Tmppe,0.639,0.0018207240803378836,0.0241,0.79
Tomm40,0.639,0.0018207240803378836,0.0241,48.17
Lncenc1,0.639,0.0018207240803378836,0.0241,4.33
Gpat4,0.639,0.0018207240803378836,0.0241,53.62
Gns,0.639,0.0018207240803378836,0.0241,59.75
Onecut3,0.6384,0.0018415069317361049,0.0243,0.71
A730056A06Rik,0.6378,0.0018686175847711889,0.0243,0.33
Epb41l4a,0.6377,0.0018728838968196642,0.0243,7.11
Cwf19l1,0.6377,0.0018728838968196642,0.0243,5.36
Mia2,0.6377,0.0018728838968196642,0.0243,61.15
Gatad2b,0.6377,0.0018728838968196642,0.0243,70.12
Klhdc10,0.6377,0.0018728838968196642,0.0243,56.59
Mtss1,0.6377,0.0018728838968196642,0.0243,54.79
Ypel4,0.6377,0.0018728838968196642,0.0243,29.08
Bckdk,0.6377,0.0018728838968196642,0.0243,21.57
Tnrc6a,0.6377,0.0018728838968196642,0.0243,100.38
Rrad,0.6377,0.0018728838968196642,0.0243,2.15
