,GSE102443 geniculate (VII),GSE135801 geniculate (VII),GSE309608 vestibular (VIII),GSE232789 stellate,GSE232789 coeliac,GSE232789 lumbar chain,GSE231766 superior cervical,GSE231924 stellate,GSE232789 sphenopalatine,GSE330884 intrinsic cardiac,GSE232789 pelvic,"GSE263422 enteric submucosal, P24","GSE263422 enteric submucosal, P7"
Acaa1a,0.123,0.804,-0.132,0.023,0.305,-0.033,-0.076,-0.207,-0.113,0.019,-0.167,-0.225,0.119
Acaa2,-0.061,-0.578,-0.174,-0.101,0.181,-0.02,-0.106,-0.018,-0.11,-0.06,-0.049,-0.017,-0.22
Acaca,0.359,-0.399,0.151,0.168,0.179,0.221,0.105,-0.138,0.251,0.221,0.165,0.153,0.126
Acad11,-0.087,-0.232,0.17,0.066,2.003,0.157,0.055,0.691,0.141,0.031,-0.043,0.072,
Acad8,-0.07,0.028,0.014,-0.115,0.54,0.297,-0.015,-0.866,-0.039,-0.012,0.11,-0.165,0.045
Acad9,0.33,1.372,0.059,0.075,-0.436,0.114,0.056,-0.606,-0.089,0.053,0.141,-0.002,-0.547
Acadl,0.028,-0.509,-0.035,0.025,0.728,0.089,0.351,-0.085,0.118,-0.027,-0.046,-0.047,-0.208
Acadm,-0.072,0.129,-0.152,-0.02,0.297,-0.179,-0.037,0.021,-0.059,-0.053,0.017,-0.164,-0.185
Acadsb,-0.089,-0.204,0.111,0.084,-0.221,-0.186,0.276,0.119,0.046,0.113,-0.03,0.204,-0.018
Acadvl,-0.019,-0.558,0.164,0.017,0.274,0.047,0.008,-0.001,-0.117,0.231,0.034,-0.161,0.043
Acap2,0.101,-0.695,0.04,0.059,0.315,0.229,0.504,-0.246,0.019,0.132,0.271,0.135,-0.209
Acap3,-0.338,0.307,0.238,0.101,0.094,-0.136,0.028,0.125,0.082,0.095,0.027,0.178,0.206
Acat1,0.099,0.218,-0.075,-0.01,0.034,0.003,0.352,-0.129,-0.069,-0.0,-0.156,-0.138,-0.014
Acat2,-0.135,-0.398,-0.166,0.04,-0.248,0.007,0.051,-0.235,0.005,0.043,-0.001,-0.132,-0.037
Acbd3,-0.085,0.1,-0.137,-0.002,0.014,0.262,0.192,-0.156,-0.131,-0.003,-0.113,-0.046,-0.181
Acbd4,0.187,0.016,-0.119,0.142,1.245,0.386,-0.172,0.215,0.001,0.046,-0.216,0.192,-0.277
Acbd5,-0.143,0.035,0.032,0.062,0.106,-0.037,0.582,-0.202,0.054,0.035,0.022,-0.056,-0.067
Acbd6,0.031,-0.27,-0.107,0.01,-0.004,0.026,-0.121,0.048,0.02,-0.067,-0.112,-0.098,-0.12
Accs,0.424,,0.259,0.098,-0.275,0.269,-1.531,-0.384,0.209,0.201,-0.228,0.088,-0.917
Acd,-0.154,-0.322,-0.066,-0.056,-0.22,-0.151,-0.004,0.004,0.003,-0.052,-0.059,-0.004,-0.003
Acer3,-0.2,-0.438,0.224,0.202,0.25,0.071,0.539,0.045,-0.171,0.08,0.157,-0.209,-0.051
Ache,-0.153,-0.087,0.222,0.032,1.205,0.291,0.172,0.063,0.152,0.26,0.076,0.364,0.208
Acin1,0.092,0.44,-0.038,-0.023,-0.318,-0.181,0.413,0.065,0.028,0.012,0.025,0.005,-0.111
Acly,0.028,0.236,0.047,0.102,0.366,0.201,0.198,0.011,0.187,0.147,0.198,0.212,0.246
Aco1,0.384,1.302,0.188,-0.269,0.601,-0.135,0.113,-0.344,0.003,0.15,0.164,0.13,0.073
Aco2,-0.169,-0.363,0.017,0.081,0.124,-0.142,0.195,-0.507,0.102,0.134,-0.081,0.184,0.128
Acot13,-0.015,0.371,-0.186,-0.028,0.739,-0.05,0.04,0.008,-0.177,-0.082,-0.092,-0.215,0.116
Acot7,-0.044,0.127,-0.054,0.01,0.493,0.132,-0.181,-0.09,-0.016,0.114,-0.016,-0.339,0.055
Acot8,0.188,0.106,-0.134,-0.09,0.358,0.603,0.093,-0.032,-0.115,-0.089,-0.027,-0.153,-0.044
Acot9,-0.203,-0.061,-0.026,-0.085,0.234,-0.042,-0.117,0.167,-0.012,0.024,-0.102,-0.223,0.029
Acox1,0.126,0.302,0.161,0.176,0.416,0.164,0.036,-0.211,0.123,0.148,0.08,0.003,0.118
Acox3,0.008,-0.807,0.449,-0.037,-0.238,-0.163,0.082,0.105,0.108,0.214,0.272,-0.112,-0.638
Acp1,0.092,0.159,-0.159,0.012,-0.079,-0.127,0.21,-0.267,0.064,-0.139,-0.047,0.041,0.124
Acp2,0.204,0.233,0.171,-0.037,0.053,-0.002,0.279,-0.067,0.096,0.199,0.018,0.238,0.142
Acp6,-0.036,-0.318,0.124,-0.359,-1.242,-0.679,,-0.395,0.015,0.119,-0.503,-0.716,-0.449
Acsf3,0.074,0.247,0.248,0.113,0.337,-0.153,0.433,0.125,0.074,0.21,0.113,0.33,-0.324
Acsl1,-0.074,-0.719,0.103,0.059,0.352,0.157,0.105,0.11,0.018,0.113,0.154,0.079,-1.158
Acsl3,0.213,-0.074,0.064,0.121,0.031,0.124,0.35,-0.219,0.032,0.205,0.008,0.058,0.115
Acsl4,-0.057,-0.312,0.022,0.02,0.476,0.23,0.229,-0.094,0.104,0.224,0.135,0.163,0.031
Acsl5,-0.168,-0.441,0.341,0.013,0.163,0.141,0.171,0.354,-0.058,0.164,-0.086,-0.213,-0.288
Acsl6,0.362,0.435,0.415,0.068,-0.324,-0.32,0.235,0.015,0.069,0.208,0.023,0.199,-0.626
Acss2,-0.203,0.538,0.113,0.173,0.431,0.096,0.049,-0.415,0.125,0.14,0.199,0.063,-0.101
Acta1,-0.129,-2.454,-0.05,-0.055,0.187,0.075,,,0.059,-0.173,-0.034,,-0.142
Actb,-0.11,-0.051,-0.199,0.013,-0.1,-0.052,-0.207,-0.14,-0.072,0.061,0.007,0.079,-0.052
Actg1,0.017,0.492,-0.122,-0.016,0.116,0.065,-0.223,0.023,0.002,-0.022,-0.01,0.003,-0.035
Actl6a,-0.322,0.247,-0.03,0.008,-0.443,-0.351,-0.286,0.289,0.145,0.054,0.016,-0.292,0.006
Actl6b,0.142,-0.163,-0.129,-0.044,0.369,0.129,0.385,0.204,0.007,-0.123,-0.03,0.065,-0.03
Actn1,0.137,-0.252,0.03,0.09,0.469,0.211,0.082,-0.012,0.353,0.215,0.128,-0.124,-0.148
Actn4,-0.238,0.605,-0.133,-0.094,0.053,-0.101,-0.352,-0.408,0.142,0.065,0.03,0.083,-0.055
Actr10,-0.051,-0.156,-0.019,-0.022,0.127,-0.182,0.215,-0.482,-0.079,-0.004,-0.048,0.001,-0.08
Actr1a,0.005,0.051,0.118,0.033,-0.004,0.119,0.054,0.026,0.049,0.169,0.092,0.154,0.009
Actr1b,-0.183,-0.337,0.06,0.032,0.346,-0.198,-0.064,-0.241,0.092,0.148,0.024,0.15,-0.0
Actr2,0.029,-0.046,0.115,0.055,-0.179,0.161,0.217,0.402,-0.015,0.096,0.06,0.082,0.075
Actr3,0.037,-0.188,-0.037,0.018,0.088,-0.01,0.036,-0.127,0.016,0.019,-0.024,0.07,-0.093
Actr3b,0.004,0.069,0.072,-0.006,0.854,0.21,-0.095,-0.034,0.002,0.02,-0.008,0.067,0.195
Actr6,0.088,-1.086,-0.014,0.017,-0.055,-0.049,-0.602,,-0.079,-0.089,0.071,-0.263,-0.031
Actr8,0.022,-0.014,-0.03,0.151,-0.638,0.015,0.276,0.082,-0.032,0.094,-0.061,0.125,-0.078
Acvr1,-0.153,0.02,-0.021,-0.159,0.432,-0.143,-0.002,-0.625,0.051,0.185,-0.05,-0.07,-0.133
Acvr1b,0.28,,0.271,-0.021,0.363,-0.138,0.336,0.329,0.047,0.399,0.114,0.233,0.031
Acvr2a,-0.003,0.812,0.087,0.093,-0.06,-0.195,0.708,-0.065,-0.09,0.09,0.157,0.301,0.497
Acyp1,-0.165,-0.389,-0.015,-0.046,0.622,-0.098,0.241,0.413,-0.067,-0.079,-0.111,-0.196,-0.046
Acyp2,0.009,-0.571,-0.026,-0.042,0.718,0.132,0.259,-0.166,-0.085,-0.118,0.022,-0.505,-0.239
Adal,-0.067,-1.212,-0.028,-0.052,0.248,0.231,0.4,,-0.162,-0.05,-0.11,0.148,-0.753
Adam10,-0.465,-0.11,-0.035,0.114,0.418,-0.009,0.337,-0.283,0.139,0.16,0.019,0.124,-0.151
Adam15,0.094,-0.916,0.334,0.077,0.209,0.709,-0.084,0.232,-0.117,0.281,0.013,0.059,-0.276
Adam17,-0.168,-2.25,-0.008,-0.061,-1.065,0.495,-0.739,-0.792,-0.12,0.132,0.344,0.134,-1.322
Adam19,-0.08,0.251,0.069,0.094,0.645,0.022,0.345,-0.025,0.036,0.333,0.217,0.589,0.253
Adam22,0.251,-0.289,0.291,0.128,0.25,0.001,0.746,-0.023,-0.02,0.19,0.153,0.18,0.368
Adam23,0.009,0.139,0.618,0.143,0.409,0.471,0.378,0.197,0.069,0.265,0.101,0.076,0.097
Adam9,-0.273,-0.27,0.351,0.151,-1.111,0.605,-0.26,-0.524,0.029,0.109,-0.097,0.538,-0.13
Adamts1,0.357,-0.251,-0.671,-0.193,0.321,-0.417,-0.644,,-0.093,-0.236,0.481,0.063,-0.057
Adamts5,0.425,-2.827,-0.218,-0.139,-0.165,2.413,-0.602,-0.078,-0.479,-0.202,0.19,0.585,0.186
Adap1,0.135,0.622,0.078,-0.044,0.931,0.324,-0.112,-0.109,0.137,0.067,0.053,-0.047,0.22
Adar,0.117,-0.047,0.197,-0.07,-0.095,-0.009,0.177,-0.175,0.063,0.223,0.069,0.055,0.3
Adarb1,-0.275,0.443,0.179,-0.032,0.712,-0.006,-0.017,0.267,0.28,0.152,-0.184,0.102,-0.462
Adat1,0.215,-0.327,0.151,-0.113,-0.939,0.64,,0.623,0.199,0.133,-0.003,-0.002,-0.024
Adat2,-0.133,2.007,-0.234,-0.044,-0.062,-0.482,,,0.012,-0.143,0.111,-0.322,-0.388
Adck1,0.409,1.315,0.194,-0.032,-0.074,0.204,0.21,-0.35,-0.095,0.037,-0.03,-0.071,-0.707
Adck2,-0.307,-0.172,0.256,-0.034,0.142,0.082,0.379,-0.66,-0.083,0.27,-0.098,-0.119,0.089
Adck5,-0.159,0.749,0.074,-0.058,0.096,0.304,-0.007,0.331,0.142,0.087,0.064,-0.139,-0.159
Adcy1,0.216,0.774,0.168,-0.063,-0.392,0.069,1.17,0.603,-0.011,0.222,0.101,0.592,0.175
Adcy9,0.319,0.127,0.168,0.199,-0.312,0.601,0.801,0.02,0.045,0.456,0.093,0.118,
Add1,0.062,-0.112,0.054,-0.019,0.027,0.198,0.116,0.05,-0.014,0.035,0.033,0.098,-0.146
Add2,0.092,-0.156,0.07,0.042,0.126,0.091,0.477,-0.132,0.13,0.146,0.218,0.222,0.155
Add3,0.212,0.651,0.113,0.016,0.401,-0.084,0.436,-0.019,-0.049,0.112,0.013,-0.068,-0.003
Adh5,-0.061,0.163,-0.138,-0.017,-0.405,-0.16,0.022,-0.553,-0.029,-0.03,-0.26,-0.318,-0.096
Adi1,0.043,0.197,-0.057,-0.165,-1.192,-0.946,-0.659,,-0.133,-0.121,0.088,0.07,-0.64
Adipor1,0.037,0.126,0.033,-0.018,0.18,0.001,0.186,-0.012,-0.003,0.041,0.017,0.04,-0.086
Adipor2,0.129,-0.473,0.176,-0.118,-0.39,-0.141,-0.113,-0.246,-0.013,0.143,0.078,0.114,-0.229
Adk,-0.053,0.374,-0.047,0.03,0.257,0.167,0.076,0.267,-0.001,0.003,0.041,-0.226,0.106
Adnp,0.134,-0.593,0.041,-0.015,-0.298,-0.132,0.054,,0.015,0.076,0.078,-0.318,
Adnp2,-0.218,0.056,0.172,0.368,0.009,-0.518,-0.072,-0.795,0.04,0.163,0.148,0.202,0.11
Ado,-0.544,1.146,0.098,0.051,-0.634,0.064,-0.015,,0.093,0.101,0.086,0.184,-0.34
Adora1,-0.324,0.029,-0.026,-0.865,,1.396,-0.829,,0.296,0.446,0.41,0.315,
Adpgk,-0.422,0.134,0.304,0.048,0.376,-0.334,0.322,0.484,-0.007,0.27,0.147,0.225,-0.186
Adprh,0.079,-0.024,0.132,-0.03,0.154,-0.017,0.129,0.232,0.006,0.122,-0.184,0.034,-0.001
Adprhl2,0.435,,-0.114,0.141,0.568,-0.568,,0.008,-0.206,0.045,-0.241,0.036,-0.03
Adra2c,0.447,-1.184,0.094,-0.059,0.312,-0.064,0.629,0.004,-0.21,0.094,0.324,-0.223,-0.415
Adrm1,-0.306,0.11,-0.162,-0.033,-0.068,-0.14,-0.111,0.065,-0.079,-0.032,-0.154,-0.246,-0.05
Adsl,-0.107,0.661,0.072,0.127,-0.149,-0.129,0.005,0.221,-0.119,0.058,-0.124,0.02,-0.18
Adss,-0.047,0.278,0.129,-0.009,0.056,-0.001,0.394,-0.018,0.01,0.019,-0.039,-0.098,-0.002
Aebp2,0.026,-0.113,0.096,-0.16,-0.462,0.065,-0.015,0.153,0.1,-0.002,-0.053,0.045,-0.457
Aen,0.097,,0.013,-0.042,0.001,-0.102,-0.192,-0.219,0.007,-0.034,-0.067,-0.132,-0.022
Aff3,-0.137,-0.169,0.19,0.151,0.877,-0.236,-0.697,,0.078,0.197,-0.227,,
Aff4,0.075,0.2,0.084,0.0,-0.182,0.181,0.314,-0.068,0.047,0.124,0.155,0.138,-0.001
Afg3l1,0.055,0.741,0.03,-0.07,-0.338,-0.204,0.467,0.086,-0.04,0.079,0.057,-0.006,0.005
Afg3l2,0.09,-0.161,0.197,0.23,-0.083,0.411,0.164,-0.375,0.107,0.065,0.205,-0.04,-0.019
Aftph,-0.035,-0.29,0.026,0.237,-0.006,-0.09,0.527,-0.093,0.062,0.124,0.282,0.144,-0.012
Aga,0.002,-0.478,0.137,-0.143,-0.384,-0.181,0.169,,-0.1,0.045,-0.105,-0.324,-0.17
Agap1,0.131,-0.053,0.096,0.062,-0.006,0.017,0.501,0.16,0.033,0.104,0.138,0.013,-0.121
Agap3,0.101,0.376,0.119,0.151,0.174,0.13,0.149,0.052,0.051,0.161,0.244,0.166,0.048
Agbl3,0.391,,-0.153,-0.024,-0.497,0.308,,,0.123,-0.049,-0.122,0.008,-0.653
Agbl4,0.772,,0.091,0.602,0.473,-0.392,,0.645,-0.197,-0.097,-0.382,0.142,
Agbl5,0.074,,0.204,0.158,-0.783,-0.638,,,0.197,-0.203,0.11,0.083,-0.011
Agfg1,-0.14,0.107,0.143,0.164,-0.027,-0.189,0.345,-0.048,0.061,0.041,0.146,0.095,0.168
Agfg2,0.375,1.303,-0.047,-0.137,0.099,-0.019,0.367,0.03,0.158,0.004,0.428,0.102,-0.034
Aggf1,-0.044,-0.517,0.051,0.063,-0.383,0.024,0.269,-0.631,0.016,-0.03,-0.03,-0.043,-0.017
Agk,-0.221,-1.13,0.085,0.104,-0.136,0.109,0.28,0.001,0.126,0.123,0.034,-0.015,0.185
Agl,-0.052,-0.231,0.093,0.111,0.739,0.21,0.332,-0.601,0.108,0.172,0.0,0.011,-0.166
Agpat1,-0.013,0.54,0.149,-0.026,0.165,0.041,0.077,-0.077,0.024,0.121,0.041,0.14,-0.06
Agpat2,0.325,-1.948,-0.09,-0.217,0.485,-0.474,-0.065,0.83,-0.221,0.082,-0.255,-0.067,0.164
Agpat3,0.249,-0.5,0.247,0.186,0.461,-0.081,0.493,0.119,0.054,0.105,0.074,-0.038,0.003
Agpat4,0.102,0.185,-0.077,0.042,0.167,0.018,0.453,0.349,0.038,0.144,0.014,0.082,0.039
Agpat5,0.109,-0.812,0.196,0.072,-0.007,-0.019,-0.292,0.185,0.074,0.057,0.025,-0.014,0.024
Agps,0.059,0.832,0.08,0.145,0.166,0.114,-0.122,-0.25,-0.005,0.175,0.098,0.199,-0.154
Agrn,0.165,-0.579,0.244,-0.026,-0.435,0.237,0.453,0.116,-0.066,0.338,-0.094,-0.125,-0.279
Agtpbp1,0.038,-0.041,0.087,0.041,0.067,0.228,0.191,0.001,0.068,0.022,-0.028,-0.049,0.034
Agtrap,-0.06,0.054,0.147,0.368,,-0.417,-1.116,,0.675,0.122,0.275,0.018,
Ahctf1,-0.582,-0.578,0.129,-0.154,-0.107,0.004,0.39,0.43,0.032,0.193,0.171,0.036,-0.053
Ahcy,0.089,0.426,0.014,-0.104,-1.555,0.213,0.371,,-0.352,0.208,-0.147,,
Ahcyl1,0.103,0.148,0.124,0.061,-0.179,0.027,0.385,0.374,0.013,0.07,0.079,0.118,-0.143
Ahcyl2,0.177,0.098,0.067,0.092,0.029,-0.16,0.357,-0.079,-0.007,0.117,-0.028,0.173,0.043
Ahi1,-0.026,0.458,-0.1,0.027,-0.008,-0.054,0.369,0.331,0.035,-0.005,0.231,0.092,0.101
Ahsa1,-0.048,0.028,-0.022,0.071,-0.276,-0.177,-0.219,0.06,-0.042,-0.006,0.041,0.066,0.059
Ahsa2,0.037,-0.682,0.053,-0.005,-0.084,-0.005,0.044,-0.086,-0.11,-0.002,-0.001,-0.258,-0.107
Aida,0.401,-0.242,-0.002,0.008,0.306,-0.064,0.397,0.006,-0.036,0.087,0.004,0.036,-0.077
Aifm1,0.006,-0.982,0.063,-0.139,-0.053,0.068,0.046,-0.154,-0.079,0.119,-0.15,-0.009,0.035
Aifm2,0.333,,0.139,-0.187,0.255,-0.313,-0.898,-2.486,-0.184,0.123,0.03,-0.07,-0.094
Aig1,0.04,-1.224,0.111,-0.059,0.234,-0.014,0.369,0.123,0.031,-0.007,-0.088,-0.002,-0.14
Aimp1,-0.018,0.092,-0.244,-0.038,-0.039,-0.067,0.127,0.206,-0.107,-0.091,-0.041,-0.367,0.072
Aimp2,0.098,-0.498,-0.061,-0.078,0.375,-0.036,0.106,-0.076,-0.103,0.074,-0.103,-0.042,-0.048
Aip,-0.081,0.438,-0.119,-0.117,0.01,0.005,-0.034,0.048,-0.048,-0.109,-0.01,0.111,0.044
Airn,0.182,,0.191,-0.254,-0.613,0.097,-0.24,0.32,-0.545,-0.106,0.106,,-0.205
Ak1,0.068,-0.201,-0.112,0.005,0.02,-0.003,0.021,-0.006,-0.012,0.05,0.07,0.294,0.161
Ak2,0.076,-0.124,-0.124,-0.057,-0.36,-0.146,0.251,0.07,-0.152,-0.048,-0.128,-0.208,-0.189
Ak3,-0.018,0.815,-0.213,0.172,0.06,-0.236,0.226,0.109,0.057,0.002,0.03,-0.07,-0.225
Akap1,-0.018,0.66,0.248,0.043,-0.04,0.255,-0.469,0.795,0.16,0.234,0.089,0.151,-0.184
Akap10,-0.054,0.645,0.115,-0.267,-0.404,-0.392,0.755,0.152,0.139,0.23,-0.35,-0.012,-0.751
Akap11,0.087,0.31,0.125,0.066,0.037,0.142,0.532,-0.004,0.039,0.185,0.17,0.08,-0.133
Akap12,0.007,-0.007,-0.072,-0.052,0.008,0.058,-0.041,-0.169,0.083,0.079,0.025,-0.007,-0.136
Akap13,-0.117,0.178,0.038,0.212,0.753,-0.164,0.301,0.071,0.075,0.214,0.048,0.118,0.144
Akap17b,-0.264,0.772,0.056,-0.124,-0.436,0.222,0.35,0.178,0.163,0.062,0.314,-0.047,-0.017
Akap6,0.122,0.191,0.092,0.084,0.288,0.081,0.489,-0.073,0.057,0.182,0.163,0.23,0.121
Akap7,-0.467,0.067,0.049,0.041,0.88,0.345,0.495,0.122,0.325,-0.013,0.247,-0.0,0.02
Akap8,-0.223,-0.369,0.136,0.086,-0.163,0.248,0.195,-0.023,-0.119,0.137,-0.024,0.007,0.254
Akap8l,-0.215,0.592,0.097,0.022,-0.266,0.541,0.18,0.064,0.012,0.123,0.016,-0.038,0.325
Akap9,-0.098,0.012,-0.044,0.152,-0.353,0.086,0.39,-0.028,-0.059,0.041,0.064,-0.054,-0.005
Akirin1,-0.115,0.213,-0.07,0.021,0.145,-0.016,0.397,-0.039,0.054,-0.015,0.041,-0.071,-0.042
Akirin2,-0.106,0.739,-0.103,0.031,-0.009,0.115,0.093,-0.306,0.028,-0.05,0.015,0.033,0.05
Akr1a1,-0.057,-0.141,-0.135,-0.007,0.217,0.036,0.107,0.059,-0.088,-0.072,-0.022,-0.152,-0.038
Akr1b10,-0.369,-1.219,-0.117,0.061,0.082,0.052,-0.528,0.27,-0.13,-0.014,-0.161,-0.256,-0.428
Akr1b3,-0.171,,-0.124,-0.017,-0.027,-0.006,0.091,0.175,-0.011,0.044,-0.086,0.134,-0.075
Akr1e1,0.005,0.61,0.016,0.002,-0.311,-0.031,0.227,0.138,-0.152,-0.036,-0.23,-0.141,-0.053
Akr7a5,0.002,-1.167,-0.231,-0.162,0.031,-0.038,-0.051,0.496,-0.114,-0.099,-0.074,-0.484,-0.172
Akt1,0.012,-0.017,0.18,0.052,-0.063,0.097,0.09,0.055,0.057,0.122,-0.003,0.29,-0.073
Akt1s1,-0.362,-0.751,-0.05,-0.035,0.072,0.197,0.065,-0.077,-0.122,-0.014,-0.066,0.038,0.011
Akt2,0.117,0.883,0.11,0.019,0.091,-0.286,-0.123,-0.214,-0.078,0.092,-0.104,-0.018,-0.202
Akt3,-0.178,-0.056,0.117,0.082,-0.173,-0.201,0.28,0.297,-0.03,0.001,0.124,0.076,-0.439
Aktip,0.026,-0.294,0.072,-0.002,0.289,0.252,0.191,0.176,0.032,-0.005,0.099,-0.005,0.168
Alad,0.04,-0.066,-0.106,0.01,0.468,0.153,-0.199,-0.356,-0.026,0.005,-0.214,-0.337,-0.039
Alas1,0.343,1.351,-0.031,-0.081,0.389,0.26,-0.078,-0.337,0.243,0.145,-0.085,-0.236,0.164
Alcam,0.15,-0.244,-0.172,0.059,0.804,0.298,0.317,0.175,-0.02,0.201,-0.048,-0.552,0.029
Aldh16a1,0.022,0.437,-0.013,-0.181,-0.305,-0.138,,,-0.031,-0.057,0.129,,-0.011
Aldh18a1,-0.078,1.122,0.196,-0.098,-0.373,-0.338,-0.254,-0.068,0.027,0.218,0.161,0.258,-0.309
Aldh2,0.396,-0.001,-0.219,0.085,0.275,0.01,-0.263,-0.143,-0.126,0.097,-0.083,-0.088,0.098
Aldh3a2,0.007,-0.005,0.145,0.031,0.156,-0.04,0.124,-0.197,0.078,0.152,0.146,0.092,-0.12
Aldh5a1,0.472,1.238,0.071,-0.229,0.375,0.038,-0.082,,-0.083,0.188,0.274,0.174,
Aldh6a1,0.299,-0.354,0.126,0.06,-0.354,1.082,0.525,-0.536,-0.109,0.154,0.028,0.079,0.175
Aldh7a1,0.042,0.075,0.117,-0.055,0.155,0.126,-0.18,0.369,-0.094,0.122,-0.093,0.15,-0.126
Aldh9a1,-0.082,-0.284,-0.059,0.05,0.502,-0.065,0.272,0.451,0.037,0.026,0.024,-0.219,0.135
Aldoa,0.009,0.026,-0.128,-0.049,0.554,0.075,0.028,-0.043,-0.037,-0.026,-0.038,-0.049,0.148
Aldoc,0.348,0.158,-0.187,-0.037,0.66,-0.258,-0.216,-0.23,0.106,-0.001,-0.055,-0.018,-0.092
Alg1,0.069,-1.195,0.2,-0.031,-0.082,0.081,0.136,0.449,-0.072,0.101,-0.146,0.201,0.218
Alg10b,0.45,,0.139,0.078,-0.154,-0.037,0.22,,0.088,0.126,0.133,0.091,
Alg11,-0.331,-0.299,0.192,0.118,-0.176,0.314,0.095,-2.877,0.05,0.214,0.127,0.26,0.241
Alg12,-0.357,,0.179,-0.219,0.429,0.41,0.572,,0.004,-0.025,-0.452,0.058,-0.794
Alg13,-0.048,-0.331,-0.041,0.062,-0.005,0.098,0.172,,0.099,0.158,0.073,-0.119,-0.303
Alg14,0.046,0.084,-0.009,0.049,0.116,-0.041,0.158,-0.23,-0.051,0.001,0.087,-0.131,-0.55
Alg2,-0.063,-0.22,0.287,-0.017,-0.059,0.126,0.374,0.236,0.08,0.215,0.067,0.151,-0.003
Alg3,-0.098,0.242,0.097,0.109,0.156,0.194,0.666,0.453,-0.044,0.118,0.06,0.052,0.182
Alg5,0.205,-0.645,0.049,0.039,-0.103,0.071,0.237,0.103,-0.128,0.081,-0.11,-0.263,-0.037
Alg6,0.058,-0.27,0.184,0.084,0.489,0.351,-0.013,,0.061,0.13,0.246,0.099,-0.676
Alg8,0.386,-0.359,0.013,-0.051,1.173,0.898,,,0.069,0.195,-0.026,0.195,
Alg9,0.174,-0.605,0.098,0.085,0.197,0.356,0.805,0.029,0.016,0.293,-0.035,0.254,-0.244
Alkbh1,0.509,0.199,0.089,-0.136,-0.76,-0.265,0.207,0.183,-0.085,0.164,-0.069,-0.069,-0.067
Alkbh2,0.097,-0.854,-0.063,-0.031,0.039,-0.318,0.797,,0.058,-0.053,-0.143,-0.059,0.098
Alkbh3,-0.045,0.213,0.167,-0.07,0.372,0.106,0.239,-0.12,-0.005,-0.038,-0.434,-0.202,-0.042
Alkbh4,0.01,-0.34,0.078,-0.089,-0.553,-0.391,,,-0.123,0.032,-0.105,0.164,-0.887
Alkbh5,0.012,-0.983,-0.012,-0.023,-0.235,0.136,-0.017,0.193,0.099,0.059,0.048,0.064,-0.256
Alkbh6,0.013,-0.171,-0.11,-0.02,0.204,-0.35,-0.104,-0.185,-0.022,-0.055,-0.062,-0.267,-0.114
Alkbh7,-0.032,-1.015,-0.196,-0.062,0.396,0.302,-0.662,0.118,-0.132,-0.045,-0.065,-0.215,0.132
Alkbh8,0.074,0.08,0.135,0.189,-0.258,-0.083,-0.101,0.466,0.025,0.027,0.103,-0.25,-0.269
Als2,0.046,0.067,0.167,0.33,-0.915,0.035,,0.154,-0.207,-0.108,0.199,-0.071,
Amacr,-0.096,-1.944,-0.158,-0.195,0.448,0.044,-0.004,,-0.027,0.17,-0.106,-0.032,0.595
Amd1,0.162,,0.052,-0.001,-0.64,-0.095,-0.797,,-0.184,0.044,0.066,-0.14,0.036
Amdhd2,0.153,0.063,-0.095,-0.141,0.292,-0.281,0.016,-0.368,-0.037,0.057,-0.067,-0.238,-0.111
Amfr,0.307,-0.448,0.24,-0.022,0.1,0.26,0.185,0.042,0.04,0.172,0.085,0.144,-0.024
Amigo1,0.199,0.341,0.386,-0.043,1.096,0.441,0.366,0.154,-0.002,0.223,0.151,0.322,-0.21
Amigo2,0.16,-0.076,0.106,0.137,0.311,0.258,-0.187,,-0.034,0.106,0.229,0.368,-0.557
Ammecr1l,0.053,-0.162,0.1,-0.044,0.226,0.234,-0.401,-0.117,0.08,0.098,-0.037,0.072,0.03
Amn1,-0.07,0.381,-0.035,-0.099,-0.075,0.121,0.056,0.042,-0.008,0.069,-0.034,-0.063,0.075
Amotl1,-0.087,-0.139,-0.024,-0.058,-0.376,0.002,-0.616,,-0.081,0.103,0.256,0.583,-0.308
Amotl2,-0.474,1.242,-0.172,-0.416,0.239,0.204,-1.415,0.053,-0.07,-0.148,-0.158,-0.067,-0.344
Ampd2,0.3,-0.532,0.241,0.09,0.188,0.523,0.273,-0.252,-0.082,0.182,0.122,0.048,-0.078
Ampd3,0.009,-0.246,0.015,0.06,0.343,0.105,0.174,0.078,0.073,0.174,0.046,-0.144,
Amph,0.1,0.413,0.122,-0.03,0.268,0.069,0.064,-0.299,0.096,0.068,0.012,0.237,0.001
Amy1,0.026,0.217,0.344,0.036,1.047,-0.503,-0.474,0.06,-0.126,0.113,-0.019,,
Amz2,0.263,0.335,0.126,0.049,0.293,0.089,-0.006,-0.0,-0.037,0.051,-0.023,0.167,-0.025
Anapc1,-0.007,0.038,0.195,0.092,-0.222,-0.033,0.226,-0.033,0.121,0.303,0.081,0.084,0.339
Anapc10,-0.098,-0.399,-0.018,-0.028,-0.14,-0.104,-0.786,0.085,-0.005,-0.027,-0.059,0.014,0.157
Anapc11,0.037,-0.144,-0.15,-0.058,0.154,0.065,0.061,-0.014,-0.023,-0.097,0.02,-0.075,0.008
Anapc13,-0.027,0.545,-0.124,-0.041,-0.397,-0.275,-0.261,-0.337,0.011,-0.147,-0.076,-0.164,0.075
